ID,Start Date,End Date,Category,Currency,Goal,Status
5898,4/14/2014,5/14/2014,Food,CAD,25000,Failed
5899,5/28/2014,6/17/2014,Technology,USD,2000,Success
5900,13-Aug-17,,Politics,U.S. Dollar,500,Failed
5901,2/19/2014,3/6/2014,Music,USD,400,Success
5902,11-Feb-13,,Sports & Competitions,Pound Sterling,3000,Failed
5903,1/6/2014,2/5/2014,Fashion,USD,13000,Failed
5904,12/21/2013,1/21/2014,Food,USD,30000,Failed
5905,5/13/2014,6/15/2014,Film & Video,GBP,500,Success
5906,10-Mar-16,,Arts & Creative,U.S. Dollar,500,Success
5907,2/25/2014,4/25/2014,Film & Video,USD,75000,Failed
5908,12/31/2013,1/30/2014,Publishing,USD,4800,Failed
5909,4-Jan-16,,Accidents & Disasters,U.S. Dollar,5000,Failed
5910,1/24/2014,2/23/2014,Film & Video,USD,500,Success
5911,15-Apr-16,,Business,U.S. Dollar,8000,Success
5912,30-Jun-17,,Legal,U.S. Dollar,10000,Failed
5913,1/15/2014,2/14/2014,Publishing,USD,1000,Failed
5914,2/3/2014,3/5/2014,Technology,USD,35000,Success
5915,4/14/2014,5/10/2014,Film & Video,USD,2630,Success
5916,1/8/2014,2/7/2014,Theater,CAD,5000,Failed
5917,5/7/2014,6/5/2014,Games,USD,25000,Success
5918,2/13/2014,3/15/2014,Publishing,USD,5000,Success
5919,5/13/2014,6/13/2014,Music,USD,3000,Success
5920,4/6/2014,5/6/2014,Film & Video,USD,35000,Success
5921,1/23/2014,2/19/2014,Technology,USD,7500,Failed
5922,3/18/2014,4/17/2014,Theater,GBP,3000,Success
5923,4/25/2014,5/25/2014,Design,GBP,1200,Failed
5924,30-May-12,,Veterans & Heroes,U.S. Dollar,2000,Failed
5925,1/7/2014,2/6/2014,Fashion,USD,10000,Failed
5926,5-Oct-16,,Arts & Creative,Canadian Dollar,25000,Failed
5927,3/27/2014,4/23/2014,Music,USD,2000,Failed
5928,4/28/2014,6/12/2014,Design,GBP,700,Failed
5929,2/19/2014,3/21/2014,Games,USD,500,Success
5930,1/10/2014,3/11/2014,Publishing,USD,4800,Failed
5931,5/1/2014,6/20/2014,Publishing,AUD,4000,Failed
5932,4/18/2014,5/18/2014,Film & Video,USD,2500,Success
5933,2/7/2014,3/9/2014,Design,USD,21000,Failed
5934,2/20/2014,3/31/2014,Film & Video,USD,5000,Failed
5935,3/16/2014,4/12/2014,Film & Video,USD,26000,Success
5936,3/24/2014,4/8/2014,Film & Video,USD,700,Success
5937,4/12/2014,5/12/2014,Arts & Creative,USD,20000,Success
5938,12/23/2013,1/22/2014,Design,USD,48000,Failed
5939,4/9/2014,5/12/2014,Photography,USD,3000,Success
5940,6-Jan-16,,Memorials & Funerals,U.S. Dollar,3500,Failed
5941,4/3/2014,5/3/2014,Food,USD,13000,Success
5942,20-Jun-14,,Business,U.S. Dollar,5000,Failed
5943,3/14/2014,4/13/2014,Technology,AUD,5000,Failed
5944,8-Nov-17,,Community & Volunteer,Canadian Dollar,2000,Failed
5945,5/15/2014,6/14/2014,Film & Video,USD,15000,Success
5946,6/2/2014,6/10/2014,Film & Video,USD,1500,Success
5947,2/19/2014,3/3/2014,Film & Video,USD,5000,Success
5948,3/13/2014,4/27/2014,Publishing,USD,2500,Failed
5949,5/15/2014,6/16/2014,Music,USD,4500,Failed
5950,13-Jul-16,,Sports & Competitions,Canadian Dollar,1500,Failed
5951,3/10/2014,4/9/2014,Arts & Creative,USD,7500,Success
5952,28-Oct-13,,Alumni & Clubs,U.S. Dollar,1000,Failed
5953,20-May-14,,Community & Volunteer,U.S. Dollar,3000,Failed
5954,4/1/2014,5/31/2014,Publishing,USD,10000,Failed
5955,3/8/2014,4/8/2014,Music,USD,2800,Failed
5956,3/9/2014,4/8/2014,Film & Video,USD,29000,Success
5957,2/5/2014,3/9/2014,Crafts,USD,500,Success
5958,21-Feb-16,,Business,U.S. Dollar,1000,Failed
5959,4/17/2014,5/12/2014,Film & Video,USD,6000,Success
5960,4/15/2014,4/30/2014,Journalism,USD,500,Success
5961,2/5/2014,3/7/2014,Film & Video,USD,18000,Success
5962,5/13/2014,6/18/2014,Arts & Creative,GBP,400,Failed
5963,5-Nov-17,,Animals & Humane,U.S. Dollar,4000,Failed
5964,2/12/2014,3/14/2014,Film & Video,USD,2300,Success
5965,4/26/2014,5/22/2014,Film & Video,USD,3800,Success
5966,3/12/2014,4/11/2014,Arts & Creative,USD,22000,Failed
5967,4/15/2014,5/15/2014,Journalism,USD,3500,Success
5968,5/20/2014,6/19/2014,Arts & Creative,USD,30000,Success
5969,2/5/2014,3/7/2014,Arts & Creative,USD,4250,Failed
5970,21-Jul-18,"Sep 16, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Success
5971,6/5/2014,6/24/2014,Design,GBP,1500,Success
5972,1/7/2014,2/11/2014,Music,GBP,1000,Failed
5973,1/31/2014,3/10/2014,Games,USD,10000,Success
5974,1/3/2014,2/2/2014,Music,USD,3000,Success
5975,12/24/2013,1/25/2014,Music,USD,5000,Success
5976,1/4/2014,2/3/2014,Dance,USD,4000,Failed
5977,8-Aug-17,,Family & Kids,U.S. Dollar,1600,Failed
5978,3/31/2014,4/30/2014,Technology,CAD,120000,Failed
5979,5/6/2014,5/26/2014,Film & Video,GBP,20000,Failed
5980,1/16/2014,2/15/2014,Publishing,USD,500,Success
5981,3/12/2014,4/11/2014,Games,USD,6500,Failed
5982,2/14/2014,3/16/2014,Film & Video,USD,8000,Failed
5983,1/16/2014,2/15/2014,Games,USD,10000,Failed
5984,5/16/2014,6/18/2014,Music,USD,7500,Success
5985,5/22/2014,6/21/2014,Music,USD,6000,Success
5986,18-Mar-15,,Politics,U.S. Dollar,5000,Failed
5987,12/23/2013,1/19/2014,Theater,USD,1600,Success
5988,3/6/2014,4/5/2014,Arts & Creative,USD,6500,Success
5989,8-Mar-18,,"Health, Illness or Medical",U.S. Dollar,349,Success
5990,3/21/2014,5/20/2014,Photography,NZD,30000,Failed
5991,3/27/2014,4/26/2014,Arts & Creative,USD,2000,Failed
5992,4/10/2014,5/25/2014,Design,USD,15000,Failed
5993,12/17/2013,2/15/2014,Music,USD,1000,Success
5994,29-Jul-16,,Sports & Competitions,Canadian Dollar,15000,Failed
5995,1/28/2014,3/16/2014,Games,USD,40000,Failed
5996,1/11/2014,2/14/2014,Music,USD,3500,Failed
5997,2-Apr-16,,Family & Kids,Canadian Dollar,300,Failed
5998,1/21/2014,2/12/2014,Publishing,USD,790,Failed
5999,24-May-13,,Alumni & Clubs,U.S. Dollar,3000,Failed
6000,3/6/2014,4/8/2014,Fashion,USD,1900,Failed
6001,7-Jan-18,,Community & Volunteer,U.S. Dollar,1000,Failed
6002,3/24/2014,4/23/2014,Music,USD,3000,Failed
6003,2/1/2014,2/11/2014,Film & Video,USD,25000,Failed
6004,3/19/2014,4/18/2014,Music,USD,26250,Failed
6005,3-Mar-16,,Sports & Competitions,U.S. Dollar,300,Failed
6006,2/4/2014,4/4/2014,Film & Video,USD,30000,Failed
6007,12/31/2013,2/16/2014,Games,GBP,150,Success
6008,4/8/2014,5/8/2014,Games,USD,5500,Success
6009,4/21/2014,5/21/2014,Film & Video,USD,2500,Success
6010,5/8/2014,6/7/2014,Arts & Creative,USD,250,Success
6011,4/25/2014,6/10/2014,Film & Video,USD,3500,Success
6012,6-Oct-14,,Celebrations and Weddings,U.S. Dollar,500,Success
6013,12/16/2013,1/27/2014,Music,USD,7000,Success
6014,4/2/2014,5/2/2014,Film & Video,AUD,1000,Failed
6015,3/4/2014,4/3/2014,Film & Video,USD,3750,Success
6016,19-May-16,,Arts & Creative,U.S. Dollar,3000,Failed
6017,1/12/2014,2/12/2014,Music,USD,2000,Success
6018,1/24/2014,2/23/2014,Publishing,NZD,10000,Failed
6019,5/9/2014,6/14/2014,Fashion,USD,9000,Failed
6020,28-Apr-17,,Business,Canadian Dollar,50000,Success
6021,2/4/2014,3/5/2014,Publishing,USD,1500,Success
6022,22-Oct-15,,Accidents & Disasters,Canadian Dollar,2500,Failed
6023,5/13/2014,6/13/2014,Music,USD,4000,Success
6024,10-May-17,,Animals & Humane,U.S. Dollar,2000,Failed
6025,26-Mar-16,,Sports & Competitions,U.S. Dollar,4500,Failed
6026,4/20/2014,5/20/2014,Music,USD,5000,Success
6027,18-Jun-18,"Nov 1, 2018

					,

				",Non-profits & Charity,U.S. Dollar,4800,Failed
6028,20-May-16,,Education & Schools,U.S. Dollar,10000,Failed
6029,2/22/2014,3/19/2014,Music,USD,15000,Success
6030,12/16/2013,1/21/2014,Design,USD,10000,Failed
6031,2/24/2014,3/10/2014,Music,GBP,1100,Success
6032,5/24/2014,6/12/2014,Food,USD,30000,Success
6033,25-Jan-18,,Politics,U.S. Dollar,10000,Failed
6034,4/30/2014,5/30/2014,Publishing,GBP,910,Failed
6035,2/6/2014,2/20/2014,Film & Video,USD,2000,Failed
6036,31-Aug-17,,Arts & Creative,Canadian Dollar,1000,Success
6037,10-Nov-11,,Veterans & Heroes,U.S. Dollar,1400,Failed
6038,1/10/2014,2/9/2014,Design,USD,50000,Failed
6039,1/2/2014,1/31/2014,Journalism,USD,11000,Failed
6040,4/11/2014,6/10/2014,Music,USD,15000,Success
6041,5/13/2014,6/11/2014,Film & Video,USD,15000,Failed
6042,4/17/2014,5/17/2014,Design,USD,20000,Failed
6043,4/15/2014,5/15/2014,Design,USD,5000,Success
6044,3/11/2014,4/11/2014,Food,USD,18000,Failed
6045,2/19/2014,4/5/2014,Technology,USD,47000,Failed
6046,2-Nov-15,,Memorials & Funerals,U.S. Dollar,1000,Failed
6047,13-Feb-18,,"Health, Illness or Medical",U.S. Dollar,550,Success
6048,2/19/2014,3/21/2014,Fashion,USD,1200,Failed
6049,3/31/2014,5/30/2014,Arts & Creative,CAD,5000,Failed
6050,3/24/2014,4/23/2014,Music,USD,23500,Failed
6051,5/1/2014,5/31/2014,Publishing,USD,25000,Success
6052,2/27/2014,3/29/2014,Theater,USD,2500,Failed
6053,3/7/2014,4/9/2014,Technology,USD,4000,Failed
6054,4/29/2014,5/31/2014,Music,USD,8500,Failed
6055,2/24/2014,3/26/2014,Film & Video,USD,20000,Success
6056,3/4/2014,4/3/2014,Film & Video,USD,20000,Failed
6057,2/12/2014,3/13/2014,Music,USD,500,Success
6058,4/14/2014,5/14/2014,Music,USD,500,Success
6059,2/26/2014,3/28/2014,Food,USD,15000,Success
6060,1/16/2014,2/15/2014,Food,USD,2700,Success
6061,4-Mar-15,,Celebrations and Weddings,U.S. Dollar,4500,Failed
6062,1/14/2014,2/14/2014,Film & Video,GBP,800,Failed
6063,1/24/2014,3/10/2014,Fashion,USD,15000,Failed
6064,3/5/2014,3/30/2014,Film & Video,USD,20000,Failed
6065,26-Nov-15,,Family & Kids,Pound Sterling,100,Success
6066,3/21/2014,4/20/2014,Design,USD,9000,Failed
6067,3/4/2014,4/3/2014,Publishing,USD,8888,Success
6068,12/26/2013,1/30/2014,Film & Video,GBP,1000,Success
6069,1/13/2014,2/13/2014,Music,USD,6500,Success
6070,5/23/2014,6/21/2014,Dance,CAD,4000,Success
6071,4/30/2014,5/30/2014,Film & Video,USD,1500,Success
6072,2/17/2014,3/14/2014,Film & Video,USD,2500,Failed
6073,2-Jan-17,,Arts & Creative,U.S. Dollar,500,Failed
6074,20-Jul-18,,Community & Volunteer,U.S. Dollar,1200,Success
6075,3/25/2014,5/4/2014,Publishing,USD,6000,Failed
6076,1/10/2014,2/15/2014,Publishing,USD,25000,Failed
6077,2/11/2014,3/28/2014,Design,USD,35000,Success
6078,12-Mar-18,,Animals & Humane,Euro,400,Failed
6079,4/8/2014,5/8/2014,Technology,USD,25000,Failed
6080,1/25/2014,2/24/2014,Games,USD,60000,Failed
6081,2/14/2014,3/16/2014,Fashion,USD,25000,Failed
6082,4/30/2014,5/14/2014,Design,GBP,3000,Success
6083,3/5/2014,4/4/2014,Food,USD,5000,Success
6084,2/5/2014,2/15/2014,Dance,USD,2000,Failed
6085,2/6/2014,3/9/2014,Arts & Creative,USD,22000,Success
6086,21-Jul-18,,"Health, Illness or Medical",U.S. Dollar,9100,Failed
6087,4/22/2014,5/23/2014,Design,GBP,2000,Success
6088,3/24/2014,4/23/2014,Food,USD,35000,Failed
6089,12/19/2013,1/18/2014,Food,USD,5000,Failed
6090,5/1/2014,5/30/2014,Games,USD,440,Success
6091,20-Feb-16,,Legal,U.S. Dollar,1000,Failed
6092,1/24/2014,2/16/2014,Film & Video,USD,2110,Failed
6093,29-Feb-16,,Sports & Competitions,U.S. Dollar,1000,Failed
6094,1/31/2014,3/2/2014,Publishing,AUD,6000,Failed
6095,1/20/2014,2/19/2014,Film & Video,USD,30000,Failed
6096,12/22/2013,2/20/2014,Design,USD,50000,Success
6097,3/25/2014,4/29/2014,Games,GBP,50000,Failed
6098,18-Aug-17,,Family & Kids,U.S. Dollar,2500,Failed
6099,3/23/2014,4/28/2014,Games,USD,9800,Success
6100,1/17/2014,2/16/2014,Design,USD,50000,Success
6101,4/9/2014,5/9/2014,Technology,GBP,60000,Failed
6102,4/10/2014,5/19/2014,Design,USD,10000,Failed
6103,5/15/2014,6/15/2014,Games,USD,15000,Success
6104,3/30/2014,4/16/2014,Film & Video,USD,3500,Failed
6105,4/22/2014,5/13/2014,Film & Video,GBP,4050,Success
6106,4/6/2014,5/10/2014,Games,USD,5000,Failed
6107,4/22/2014,5/22/2014,Film & Video,USD,25000,Success
6108,10-Apr-16,,Business,U.S. Dollar,600,Success
6109,1/17/2014,3/18/2014,Film & Video,USD,12000,Failed
6110,2/27/2014,4/28/2014,Film & Video,USD,445000,Failed
6111,2/4/2014,3/7/2014,Games,USD,100000,Failed
6112,12/24/2013,1/23/2014,Games,USD,30000,Failed
6113,6-Jun-16,,Education & Schools,U.S. Dollar,3000,Failed
6114,4/2/2014,5/2/2014,Games,CAD,80000,Failed
6115,7-Sep-15,,Alumni & Clubs,U.S. Dollar,1500,Failed
6116,12/19/2013,1/18/2014,Publishing,USD,1000,Success
6117,12/17/2013,12/31/2013,Film & Video,USD,1000,Success
6118,4/8/2014,5/9/2014,Games,USD,12000,Failed
6119,5/24/2014,6/22/2014,Film & Video,USD,10000,Failed
6120,2/18/2014,3/20/2014,Fashion,USD,3000,Success
6121,2-Jul-13,,Travel,Pound Sterling,2000,Failed
6122,2/11/2014,3/13/2014,Publishing,USD,3000,Success
6123,29-Apr-17,,Legal,U.S. Dollar,3900,Failed
6124,1-Oct-13,,Veterans & Heroes,U.S. Dollar,500,Failed
6125,1/21/2014,2/16/2014,Technology,USD,1500,Success
6126,4/21/2014,6/6/2014,Music,USD,20000,Failed
6127,8-Apr-18,,Business,U.S. Dollar,5000,Failed
6128,19-Oct-15,,Legal,U.S. Dollar,10000,Failed
6129,5/2/2014,6/1/2014,Design,USD,6000,Failed
6130,1/16/2014,2/15/2014,Film & Video,USD,7000,Failed
6131,5/21/2014,6/20/2014,Technology,GBP,3000,Success
6132,3/27/2014,4/29/2014,Games,GBP,40000,Failed
6133,3/28/2014,4/27/2014,Technology,USD,5000,Success
6134,12/23/2013,1/23/2014,Design,USD,1000,Failed
6135,26-Jul-13,,Accidents & Disasters,U.S. Dollar,10000,Failed
6136,2/11/2014,3/13/2014,Publishing,USD,3970,Success
6137,2/3/2014,3/5/2014,Arts & Creative,CAD,50000,Success
6138,2/21/2014,3/14/2014,Publishing,USD,2200,Success
6139,12/24/2013,2/6/2014,Games,USD,6000,Success
6140,7-Sep-16,,Sports & Competitions,Euro,10000,Failed
6141,3/21/2014,4/20/2014,Journalism,USD,23000,Failed
6142,5/14/2014,6/5/2014,Games,USD,10000,Failed
6143,9-Apr-14,,Veterans & Heroes,U.S. Dollar,10000,Failed
6144,5/3/2014,6/2/2014,Design,USD,6000,Failed
6145,2/11/2014,3/13/2014,Film & Video,USD,7500,Failed
6146,3/31/2014,4/30/2014,Arts & Creative,USD,125,Failed
6147,1/9/2014,2/9/2014,Design,USD,20000,Success
6148,4/17/2014,5/17/2014,Games,GBP,30000,Failed
6149,2/16/2014,3/24/2014,Arts & Creative,USD,1500,Success
6150,12/28/2013,1/24/2014,Publishing,GBP,1665,Failed
6151,1/27/2014,2/26/2014,Games,USD,15000,Failed
6152,4/3/2014,4/21/2014,Design,USD,3500,Failed
6153,25-Nov-15,,Animals & Humane,U.S. Dollar,500,Failed
6154,3/19/2014,5/18/2014,Music,USD,3000,Failed
6155,3/6/2014,4/5/2014,Arts & Creative,USD,117000,Failed
6156,3/19/2014,4/2/2014,Film & Video,USD,20000,Success
6157,1/24/2014,3/10/2014,Film & Video,USD,1000,Success
6158,4/10/2014,5/2/2014,Photography,USD,2500,Success
6159,2/19/2014,3/21/2014,Games,USD,4000,Failed
6160,21-May-13,,Travel,U.S. Dollar,2400,Failed
6161,17-Oct-14,,Politics,U.S. Dollar,2500,Failed
6162,1/21/2014,2/20/2014,Games,AUD,25000,Failed
6163,1/15/2014,2/14/2014,Film & Video,USD,5000,Success
6164,2/26/2014,4/27/2014,Design,USD,10000,Success
6165,9-Jan-15,,Faith & Religion,U.S. Dollar,1600,Failed
6166,1/10/2014,2/7/2014,Film & Video,USD,5500,Success
6167,22-Jul-14,,Travel,U.S. Dollar,4300,Failed
6168,6-Mar-14,,Celebrations and Weddings,U.S. Dollar,980,Failed
6169,5/7/2014,6/7/2014,Arts & Creative,USD,1500,Success
6170,2/14/2014,3/16/2014,Design,GBP,1500,Success
6171,3-Jun-13,,Travel,U.S. Dollar,4000,Failed
6172,2/20/2014,3/27/2014,Film & Video,USD,90000,Success
6173,1/26/2014,2/15/2014,Publishing,GBP,300,Success
6174,1/3/2014,2/3/2014,Music,USD,2000,Failed
6175,4-Dec-13,,Veterans & Heroes,U.S. Dollar,600,Failed
6176,4/29/2014,5/29/2014,Publishing,USD,5000,Failed
6177,5/6/2014,6/25/2014,Fashion,USD,80000,Failed
6178,14-Nov-17,,"Health, Illness or Medical",U.S. Dollar,579,Failed
6179,1/10/2014,2/9/2014,Arts & Creative,USD,1000,Failed
6180,3/10/2014,4/9/2014,Games,USD,1000,Failed
6181,2/13/2014,3/15/2014,Games,USD,15000,Success
6182,4/25/2014,5/25/2014,Music,USD,5000,Success
6183,5/3/2014,6/2/2014,Arts & Creative,USD,2000,Success
6184,5/6/2014,3/17/2014,Food,USD,1500,Success
6185,19-Feb-15,,Veterans & Heroes,U.S. Dollar,6000,Failed
6186,12/26/2013,1/25/2014,Arts & Creative,USD,3800,Success
6187,12-Aug-17,,Community & Volunteer,Pound Sterling,2500,Failed
6188,20-Sep-17,,Education & Schools,U.S. Dollar,495,Success
6189,1/20/2014,3/21/2014,Publishing,USD,999,Success
6190,3/7/2014,4/6/2014,Film & Video,GBP,500,Success
6191,3/3/2014,4/2/2014,Film & Video,GBP,20000,Failed
6192,3/31/2014,5/2/2014,Food,GBP,50000,Failed
6193,22-Nov-14,,Faith & Religion,U.S. Dollar,3000,Failed
6194,2/6/2014,3/13/2014,Music,USD,5000,Success
6195,2/4/2014,3/6/2014,Photography,USD,50000,Failed
6196,3/28/2014,5/27/2014,Arts & Creative,USD,500,Failed
6197,5/31/2014,6/18/2014,Food,USD,22000,Success
6198,25-Jul-14,,Travel,U.S. Dollar,6000,Failed
6199,1/28/2014,3/7/2014,Film & Video,USD,350000,Failed
6200,1/17/2014,2/21/2014,Food,USD,4000,Failed
6201,3/27/2014,4/26/2014,Food,USD,750,Failed
6202,5/24/2014,6/22/2014,Film & Video,USD,37000,Success
6203,4/22/2014,5/22/2014,Arts & Creative,GBP,10000,Failed
6204,4/1/2014,5/1/2014,Film & Video,USD,22000,Success
6205,4/1/2014,5/2/2014,Music,USD,500,Success
6206,1/30/2014,3/7/2014,Film & Video,USD,20000,Failed
6207,5/22/2014,6/20/2014,Music,USD,3000,Failed
6208,1/20/2014,2/19/2014,Publishing,CAD,3000,Failed
6209,12/17/2013,1/1/2014,Arts & Creative,USD,600,Success
6210,4/5/2014,5/6/2014,Film & Video,USD,1111,Success
6211,2/14/2014,3/16/2014,Design,USD,10000,Success
6212,12/19/2013,1/18/2014,Fashion,USD,50000,Failed
6213,4/24/2014,5/12/2014,Publishing,AUD,3000,Failed
6214,2/10/2014,3/12/2014,Food,USD,500,Success
6215,3/19/2014,4/18/2014,Music,USD,2500,Failed
6216,4/6/2014,5/12/2014,Fashion,USD,21200,Failed
6217,4/22/2014,6/3/2014,Design,USD,22268,Success
6218,19-Feb-16,,Arts & Creative,U.S. Dollar,9000,Failed
6219,17-Aug-16,,Education & Schools,U.S. Dollar,25000,Success
6220,12/20/2013,2/18/2014,Design,AUD,2200,Success
6221,3/3/2014,5/1/2014,Technology,GBP,25000,Success
6222,5/16/2014,6/16/2014,Music,USD,4000,Success
6223,5/2/2014,6/16/2014,Food,USD,15000,Failed
6224,5/17/2014,6/16/2014,Music,USD,500,Failed
6225,2/15/2014,3/17/2014,Design,USD,2000,Success
6226,4/4/2014,5/4/2014,Music,USD,4000,Failed
6227,2/21/2014,3/23/2014,Games,GBP,400,Failed
6228,2/11/2014,2/26/2014,Film & Video,USD,2000,Failed
6229,5/2/2014,6/4/2014,Film & Video,USD,4500,Success
6230,5-Nov-15,,Family & Kids,U.S. Dollar,260,Success
6231,24-Jun-14,,Travel,Australian Dollar,92600,Failed
6232,1/14/2014,2/4/2014,Photography,USD,5000,Success
6233,4/1/2014,4/30/2014,Film & Video,USD,700,Success
6234,1/10/2014,2/9/2014,Music,USD,60000,Failed
6235,1/22/2014,3/12/2014,Games,USD,6000,Failed
6236,4/25/2014,5/26/2014,Design,USD,5000,Failed
6237,1/28/2014,3/29/2014,Theater,USD,30000,Failed
6238,5/20/2014,6/16/2014,Film & Video,USD,1500,Success
6239,4/8/2014,5/23/2014,Design,USD,15000,Failed
6240,6/2/2014,6/14/2014,Arts & Creative,USD,2200,Success
6241,5/1/2014,5/31/2014,Music,USD,1500,Success
6242,8-Apr-17,,Animals & Humane,Canadian Dollar,25000,Success
6243,5/9/2014,6/7/2014,Publishing,USD,4500,Success
6244,12/24/2013,1/23/2014,Food,USD,21000,Failed
6245,2/10/2014,3/27/2014,Games,USD,4500,Success
6246,2-Dec-16,,Arts & Creative,U.S. Dollar,200,Success
6247,4/2/2014,5/3/2014,Journalism,GBP,5000,Success
6248,22-Oct-15,,Animals & Humane,U.S. Dollar,10000,Failed
6249,3/11/2014,4/13/2014,Publishing,CAD,1777,Success
6250,5/1/2014,5/22/2014,Food,USD,21000,Success
6251,2/19/2014,3/20/2014,Music,USD,3500,Success
6252,1-Apr-11,,Veterans & Heroes,U.S. Dollar,2000,Failed
6253,2/27/2014,3/29/2014,Arts & Creative,USD,3000,Failed
6254,5/19/2014,6/18/2014,Film & Video,USD,2350,Success
6255,6-May-13,,Travel,Canadian Dollar,750,Success
6256,11-Oct-16,,Sports & Competitions,Canadian Dollar,800,Success
6257,3/3/2014,4/7/2014,Arts & Creative,GBP,450,Success
6258,4/21/2014,5/26/2014,Arts & Creative,USD,400,Failed
6259,6-Feb-16,,Accidents & Disasters,U.S. Dollar,2000,Success
6260,5/9/2014,6/9/2014,Design,USD,2000,Failed
6261,3/19/2014,4/18/2014,Food,USD,18000,Failed
6262,19-Oct-17,,Community & Volunteer,U.S. Dollar,300,Failed
6263,3/7/2014,4/5/2014,Theater,USD,3000,Failed
6264,1/28/2014,6/7/2014,Music,USD,2000,Failed
6265,2/5/2014,3/7/2014,Design,CAD,8600,Failed
6266,4/16/2014,5/16/2014,Music,USD,3500,Success
6267,4/19/2014,5/27/2014,Fashion,CAD,25000,Failed
6268,1/8/2014,2/7/2014,Music,USD,1000,Failed
6269,1/23/2014,2/22/2014,Publishing,USD,7500,Failed
6270,5/13/2014,6/12/2014,Photography,USD,4000,Failed
6271,25-Aug-15,,Business,U.S. Dollar,500,Success
6272,2/13/2014,3/15/2014,Arts & Creative,USD,3500,Success
6273,5/16/2014,6/15/2014,Design,USD,900,Success
6274,19-Oct-17,,Family & Kids,Pound Sterling,2000,Failed
6275,25-Oct-14,,Politics,Canadian Dollar,2000,Success
6276,6/3/2014,6/18/2014,Dance,USD,5000,Success
6277,1/17/2014,2/16/2014,Film & Video,USD,7500,Failed
6278,2/22/2014,4/1/2014,Music,USD,4000,Success
6279,26-May-17,,Education & Schools,Philippine Peso,1000000,Failed
6280,16-Oct-17,,Education & Schools,Canadian Dollar,3700,Success
6281,16-Dec-16,,Legal,U.S. Dollar,10000,Failed
6282,3/31/2014,4/16/2014,Film & Video,USD,2000,Success
6283,3/12/2014,4/11/2014,Arts & Creative,USD,800,Success
6284,13-Jul-18,"Oct 20, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Failed
6285,12/29/2013,2/27/2014,Music,USD,6000,Failed
6286,5/21/2014,6/22/2014,Music,USD,7000,Success
6287,14-Jun-16,,Education & Schools,U.S. Dollar,10000,Success
6288,2/11/2014,2/25/2014,Publishing,GBP,200,Success
6289,3/7/2014,4/6/2014,Music,CAD,7500,Success
6290,30-Mar-16,,Family & Kids,U.S. Dollar,50000,Failed
6291,29-Dec-15,,Sports & Competitions,U.S. Dollar,3500,Failed
6292,16-Mar-16,,Arts & Creative,Pound Sterling,10000,Failed
6293,4/16/2014,5/13/2014,Publishing,USD,5000,Success
6294,3/2/2014,3/21/2014,Arts & Creative,USD,5000,Success
6295,25-Feb-12,,Education & Schools,U.S. Dollar,1500,Success
6296,5/16/2014,6/16/2014,Games,GBP,4500,Success
6297,1/3/2014,1/13/2014,Photography,GBP,200,Failed
6298,28-Apr-15,,Faith & Religion,Hong Kong Dollar,68300,Failed
6299,2/18/2014,4/19/2014,Music,USD,5000,Success
6300,3/5/2014,4/4/2014,Design,USD,45000,Failed
6301,31-Aug-16,,Education & Schools,U.S. Dollar,2500,Failed
6302,12/18/2013,1/20/2014,Technology,USD,3000,Failed
